Precinct,TOTAL_Reg,WHITE_Reg,BLACK_Reg,OTHER_Reg,TOTAL_Dem_Reg,WHITE_Dem_Reg,BLACK_Dem_Reg,OTHER_Dem_Reg,TOTAL_Rep_Reg,WHITE_Rep_Reg,BLACK_Rep_Reg,OTHER_Rep_Reg,TOTAL_Oth_Reg,WHITE_Oth_Reg,BLACK_Oth_Reg,OTHER_Oth_Reg,TOTAL_Voted,WHITE_Voted,BLACK_Voted,OTHER_Voted,TOTAL_Dem_Voted,WHITE_Dem_Voted,BLACK_Dem_Voted,OTHER_Dem_Voted,TOTAL_Rep_Voted,WHITE_Rep_Voted,BLACK_Rep_Voted,OTHER_Rep_Voted,TOTAL_Oth_Voted,WHITE_Oth_Voted,BLACK_Oth_Voted,OTHER_Oth_Voted,TOTAL_Pct,WHITE_Pct,BLACK_Pct,OTHER_Pct,TOTAL_Dem_Pct,WHITE_Dem_Pct,BLACK_Dem_Pct,OTHER_Dem_Pct,TOTAL_Rep_Pct,WHITE_Rep_Pct,BLACK_Rep_Pct,OTHER_Rep_Pct,TOTAL_Oth_Pct,WHITE_Oth_Pct,BLACK_Oth_Pct,OTHER_Oth_Pct
Jefferson-:-00 152,796.0,367.0,340.0,89.0,397.0,110.0,260.0,27.0,123.0,106.0,9.0,8.0,276.0,151.0,71.0,54.0,177.0,83.0,91.0,3.0,105.0,27.0,78.0,0.0,35.0,33.0,1.0,1.0,37.0,23.0,12.0,2.0,22.24,22.62,26.76,3.37,26.45,24.55,30.0,0.0,28.46,31.13,11.11,12.5,13.41,15.23,16.9,3.7
Jefferson-:-00 153,1361.0,5.0,1291.0,65.0,1022.0,3.0,984.0,35.0,28.0,2.0,25.0,1.0,311.0,0.0,282.0,29.0,353.0,0.0,345.0,8.0,309.0,0.0,306.0,3.0,2.0,0.0,2.0,0.0,42.0,0.0,37.0,5.0,25.94,0.0,26.72,12.31,30.23,0.0,31.1,8.57,7.14,0.0,8.0,0.0,13.5,0.0,13.12,17.24
Jefferson-:-00 154,1254.0,6.0,1209.0,39.0,975.0,2.0,954.0,19.0,28.0,4.0,22.0,2.0,251.0,0.0,233.0,18.0,360.0,1.0,353.0,6.0,326.0,1.0,320.0,5.0,4.0,0.0,3.0,1.0,30.0,0.0,30.0,0.0,28.71,16.67,29.2,15.38,33.44,50.0,33.54,26.32,14.29,0.0,13.64,50.0,11.95,0.0,12.88,0.0
Jefferson-:-00 155,690.0,463.0,159.0,68.0,260.0,129.0,111.0,20.0,180.0,167.0,3.0,10.0,250.0,167.0,45.0,38.0,165.0,127.0,33.0,5.0,77.0,44.0,31.0,2.0,57.0,54.0,1.0,2.0,31.0,29.0,1.0,1.0,23.91,27.43,20.75,7.35,29.62,34.11,27.93,10.0,31.67,32.34,33.33,20.0,12.4,17.37,2.22,2.63
Jefferson-:-00 156,1921.0,225.0,1387.0,309.0,1159.0,60.0,999.0,100.0,150.0,68.0,45.0,37.0,612.0,97.0,343.0,172.0,349.0,29.0,297.0,23.0,291.0,14.0,267.0,10.0,21.0,13.0,2.0,6.0,37.0,2.0,28.0,7.0,18.17,12.89,21.41,7.44,25.11,23.33,26.73,10.0,14.0,19.12,4.44,16.22,6.05,2.06,8.16,4.07
Jefferson-:-00 157A,2058.0,851.0,710.0,497.0,878.0,261.0,506.0,111.0,392.0,264.0,16.0,112.0,788.0,326.0,188.0,274.0,396.0,201.0,151.0,44.0,197.0,59.0,128.0,10.0,104.0,84.0,3.0,17.0,95.0,58.0,20.0,17.0,19.24,23.62,21.27,8.85,22.44,22.61,25.3,9.01,26.53,31.82,18.75,15.18,12.06,17.79,10.64,6.2
Jefferson-:-00 170,1247.0,797.0,325.0,125.0,440.0,188.0,225.0,27.0,381.0,338.0,11.0,32.0,426.0,271.0,89.0,66.0,377.0,288.0,58.0,31.0,126.0,69.0,51.0,6.0,169.0,153.0,1.0,15.0,82.0,66.0,6.0,10.0,30.23,36.14,17.85,24.8,28.64,36.7,22.67,22.22,44.36,45.27,9.09,46.88,19.25,24.35,6.74,15.15
Jefferson-:-00 171,182.0,61.0,95.0,26.0,104.0,20.0,77.0,7.0,23.0,15.0,3.0,5.0,55.0,26.0,15.0,14.0,37.0,9.0,25.0,3.0,29.0,6.0,22.0,1.0,1.0,1.0,0.0,0.0,7.0,2.0,3.0,2.0,20.33,14.75,26.32,11.54,27.88,30.0,28.57,14.29,4.35,6.67,0.0,0.0,12.73,7.69,20.0,14.29
Jefferson-:-00 172,1154.0,684.0,365.0,105.0,506.0,212.0,261.0,33.0,243.0,214.0,8.0,21.0,405.0,258.0,96.0,51.0,307.0,194.0,97.0,16.0,162.0,76.0,79.0,7.0,82.0,77.0,1.0,4.0,63.0,41.0,17.0,5.0,26.6,28.36,26.58,15.24,32.02,35.85,30.27,21.21,33.74,35.98,12.5,19.05,15.56,15.89,17.71,9.8
Jefferson-:-00 173,656.0,97.0,520.0,39.0,469.0,42.0,407.0,20.0,36.0,16.0,14.0,6.0,151.0,39.0,99.0,13.0,173.0,26.0,143.0,4.0,149.0,19.0,128.0,2.0,5.0,2.0,3.0,0.0,19.0,5.0,12.0,2.0,26.37,26.8,27.5,10.26,31.77,45.24,31.45,10.0,13.89,12.5,21.43,0.0,12.58,12.82,12.12,15.38
Jefferson-:-00 174,359.0,181.0,147.0,31.0,163.0,55.0,103.0,5.0,87.0,71.0,8.0,8.0,109.0,55.0,36.0,18.0,63.0,31.0,32.0,0.0,36.0,8.0,28.0,0.0,19.0,19.0,0.0,0.0,8.0,4.0,4.0,0.0,17.55,17.13,21.77,0.0,22.09,14.55,27.18,0.0,21.84,26.76,0.0,0.0,7.34,7.27,11.11,0.0
Jefferson-:-00 175,748.0,598.0,96.0,54.0,242.0,165.0,63.0,14.0,243.0,229.0,2.0,12.0,263.0,204.0,31.0,28.0,259.0,231.0,16.0,12.0,90.0,75.0,12.0,3.0,108.0,103.0,1.0,4.0,61.0,53.0,3.0,5.0,34.63,38.63,16.67,22.22,37.19,45.45,19.05,21.43,44.44,44.98,50.0,33.33,23.19,25.98,9.68,17.86
Jefferson-:-00 176,424.0,339.0,34.0,51.0,127.0,96.0,23.0,8.0,140.0,127.0,1.0,12.0,157.0,116.0,10.0,31.0,131.0,115.0,8.0,8.0,48.0,38.0,8.0,2.0,56.0,54.0,0.0,2.0,27.0,23.0,0.0,4.0,30.9,33.92,23.53,15.69,37.8,39.58,34.78,25.0,40.0,42.52,0.0,16.67,17.2,19.83,0.0,12.9
Jefferson-:-00 177,613.0,506.0,57.0,50.0,215.0,158.0,42.0,15.0,183.0,179.0,0.0,4.0,215.0,169.0,15.0,31.0,219.0,201.0,9.0,9.0,82.0,71.0,8.0,3.0,93.0,92.0,0.0,1.0,44.0,38.0,1.0,5.0,35.73,39.72,15.79,18.0,38.14,44.94,19.05,20.0,50.82,51.4,0.0,25.0,20.47,22.49,6.67,16.13
Jefferson-:-00 178,502.0,370.0,93.0,39.0,183.0,107.0,62.0,14.0,136.0,129.0,1.0,6.0,183.0,134.0,30.0,19.0,160.0,139.0,15.0,6.0,57.0,42.0,12.0,3.0,61.0,60.0,0.0,1.0,42.0,37.0,3.0,2.0,31.87,37.57,16.13,15.38,31.15,39.25,19.35,21.43,44.85,46.51,0.0,16.67,22.95,27.61,10.0,10.53
Jefferson-:-00 179A,1886.0,664.0,699.0,523.0,839.0,218.0,540.0,81.0,404.0,259.0,13.0,132.0,643.0,187.0,146.0,310.0,601.0,281.0,251.0,69.0,333.0,97.0,223.0,13.0,168.0,138.0,5.0,25.0,100.0,46.0,23.0,31.0,31.87,42.32,35.91,13.19,39.69,44.5,41.3,16.05,41.58,53.28,38.46,18.94,15.55,24.6,15.75,10.0
Jefferson-:-00 179B,613.0,32.0,549.0,32.0,455.0,9.0,438.0,8.0,26.0,9.0,10.0,7.0,132.0,14.0,101.0,17.0,218.0,14.0,201.0,3.0,182.0,5.0,177.0,0.0,9.0,4.0,4.0,1.0,27.0,5.0,20.0,2.0,35.56,43.75,36.61,9.38,40.0,55.56,40.41,0.0,34.62,44.44,40.0,14.29,20.45,35.71,19.8,11.76
Jefferson-:-00 180,1082.0,4.0,1049.0,29.0,829.0,2.0,818.0,9.0,24.0,0.0,24.0,0.0,229.0,2.0,207.0,20.0,351.0,1.0,349.0,1.0,325.0,1.0,323.0,1.0,3.0,0.0,3.0,0.0,23.0,0.0,23.0,0.0,32.44,25.0,33.27,3.45,39.2,50.0,39.49,11.11,12.5,0.0,12.5,0.0,10.04,0.0,11.11,0.0
Jefferson-:-00 181,1291.0,135.0,1101.0,55.0,888.0,37.0,829.0,22.0,84.0,58.0,24.0,2.0,319.0,40.0,248.0,31.0,357.0,48.0,299.0,10.0,286.0,18.0,262.0,6.0,26.0,20.0,5.0,1.0,45.0,10.0,32.0,3.0,27.65,35.56,27.16,18.18,32.21,48.65,31.6,27.27,30.95,34.48,20.83,50.0,14.11,25.0,12.9,9.68
Jefferson-:-00 182,714.0,443.0,210.0,61.0,279.0,105.0,159.0,15.0,206.0,188.0,6.0,12.0,229.0,150.0,45.0,34.0,227.0,149.0,65.0,13.0,98.0,35.0,60.0,3.0,86.0,79.0,3.0,4.0,43.0,35.0,2.0,6.0,31.79,33.63,30.95,21.31,35.13,33.33,37.74,20.0,41.75,42.02,50.0,33.33,18.78,23.33,4.44,17.65
Jefferson-:-00 183,548.0,381.0,101.0,66.0,244.0,133.0,86.0,25.0,152.0,136.0,2.0,14.0,152.0,112.0,13.0,27.0,202.0,144.0,40.0,18.0,93.0,48.0,35.0,10.0,67.0,62.0,1.0,4.0,42.0,34.0,4.0,4.0,36.86,37.8,39.6,27.27,38.11,36.09,40.7,40.0,44.08,45.59,50.0,28.57,27.63,30.36,30.77,14.81
Jefferson-:-00 184,1948.0,1427.0,263.0,258.0,629.0,377.0,196.0,56.0,689.0,606.0,3.0,80.0,630.0,444.0,64.0,122.0,652.0,539.0,85.0,28.0,238.0,155.0,76.0,7.0,300.0,287.0,1.0,12.0,114.0,97.0,8.0,9.0,33.47,37.77,32.32,10.85,37.84,41.11,38.78,12.5,43.54,47.36,33.33,15.0,18.1,21.85,12.5,7.38
Jefferson-:-00 185A,680.0,507.0,69.0,104.0,200.0,132.0,44.0,24.0,251.0,229.0,4.0,18.0,229.0,146.0,21.0,62.0,253.0,227.0,19.0,7.0,78.0,60.0,15.0,3.0,130.0,127.0,1.0,2.0,45.0,40.0,3.0,2.0,37.21,44.77,27.54,6.73,39.0,45.45,34.09,12.5,51.79,55.46,25.0,11.11,19.65,27.4,14.29,3.23
Jefferson-:-00 185B,843.0,258.0,344.0,241.0,377.0,55.0,286.0,36.0,211.0,124.0,6.0,81.0,255.0,79.0,52.0,124.0,313.0,108.0,171.0,34.0,178.0,20.0,149.0,9.0,83.0,65.0,5.0,13.0,52.0,23.0,17.0,12.0,37.13,41.86,49.71,14.11,47.21,36.36,52.1,25.0,39.34,52.42,83.33,16.05,20.39,29.11,32.69,9.68
Jefferson-:-00 187,1930.0,21.0,1826.0,83.0,1447.0,11.0,1398.0,38.0,35.0,4.0,26.0,5.0,448.0,6.0,402.0,40.0,610.0,3.0,592.0,15.0,545.0,0.0,534.0,11.0,8.0,2.0,5.0,1.0,57.0,1.0,53.0,3.0,31.61,14.29,32.42,18.07,37.66,0.0,38.2,28.95,22.86,50.0,19.23,20.0,12.72,16.67,13.18,7.5
Jefferson-:-00 188,959.0,96.0,805.0,58.0,630.0,28.0,583.0,19.0,53.0,24.0,19.0,10.0,276.0,44.0,203.0,29.0,217.0,22.0,184.0,11.0,168.0,6.0,159.0,3.0,16.0,8.0,6.0,2.0,33.0,8.0,19.0,6.0,22.63,22.92,22.86,18.97,26.67,21.43,27.27,15.79,30.19,33.33,31.58,20.0,11.96,18.18,9.36,20.69
Jefferson-:-00 189,1817.0,1136.0,382.0,299.0,658.0,309.0,261.0,88.0,496.0,431.0,5.0,60.0,663.0,396.0,116.0,151.0,454.0,344.0,77.0,33.0,180.0,99.0,71.0,10.0,169.0,164.0,0.0,5.0,105.0,81.0,6.0,18.0,24.99,30.28,20.16,11.04,27.36,32.04,27.2,11.36,34.07,38.05,0.0,8.33,15.84,20.45,5.17,11.92
Jefferson-:-00 190,1580.0,1110.0,307.0,163.0,522.0,273.0,222.0,27.0,512.0,465.0,1.0,46.0,546.0,372.0,84.0,90.0,556.0,436.0,92.0,28.0,203.0,119.0,80.0,4.0,216.0,205.0,0.0,11.0,137.0,112.0,12.0,13.0,35.19,39.28,29.97,17.18,38.89,43.59,36.04,14.81,42.19,44.09,0.0,23.91,25.09,30.11,14.29,14.44
Jefferson-:-00 191,2136.0,670.0,1137.0,329.0,1060.0,185.0,790.0,85.0,311.0,222.0,27.0,62.0,765.0,263.0,320.0,182.0,480.0,176.0,267.0,37.0,297.0,50.0,235.0,12.0,96.0,79.0,5.0,12.0,87.0,47.0,27.0,13.0,22.47,26.27,23.48,11.25,28.02,27.03,29.75,14.12,30.87,35.59,18.52,19.35,11.37,17.87,8.44,7.14
Jefferson-:-00 192,2021.0,1354.0,418.0,249.0,689.0,321.0,300.0,68.0,642.0,577.0,6.0,59.0,690.0,456.0,112.0,122.0,649.0,500.0,106.0,43.0,247.0,139.0,92.0,16.0,272.0,256.0,0.0,16.0,130.0,105.0,14.0,11.0,32.11,36.93,25.36,17.27,35.85,43.3,30.67,23.53,42.37,44.37,0.0,27.12,18.84,23.03,12.5,9.02
Jefferson-:-00 193A,1221.0,521.0,548.0,152.0,592.0,127.0,426.0,39.0,224.0,182.0,12.0,30.0,405.0,212.0,110.0,83.0,300.0,142.0,140.0,18.0,175.0,43.0,126.0,6.0,79.0,73.0,2.0,4.0,46.0,26.0,12.0,8.0,24.57,27.26,25.55,11.84,29.56,33.86,29.58,15.38,35.27,40.11,16.67,13.33,11.36,12.26,10.91,9.64
Jefferson-:-00 193B,1436.0,685.0,539.0,212.0,628.0,157.0,396.0,75.0,307.0,266.0,7.0,34.0,501.0,262.0,136.0,103.0,368.0,193.0,154.0,21.0,196.0,51.0,133.0,12.0,82.0,80.0,1.0,1.0,90.0,62.0,20.0,8.0,25.63,28.18,28.57,9.91,31.21,32.48,33.59,16.0,26.71,30.08,14.29,2.94,17.96,23.66,14.71,7.77
Jefferson-:-00 194A,1188.0,733.0,283.0,172.0,422.0,159.0,216.0,47.0,388.0,336.0,5.0,47.0,378.0,238.0,62.0,78.0,452.0,307.0,118.0,27.0,175.0,66.0,102.0,7.0,183.0,171.0,1.0,11.0,94.0,70.0,15.0,9.0,38.05,41.88,41.7,15.7,41.47,41.51,47.22,14.89,47.16,50.89,20.0,23.4,24.87,29.41,24.19,11.54
Jefferson-:-00 194B,1682.0,920.0,480.0,282.0,587.0,165.0,362.0,60.0,509.0,426.0,6.0,77.0,586.0,329.0,112.0,145.0,552.0,309.0,187.0,56.0,230.0,55.0,166.0,9.0,192.0,171.0,1.0,20.0,130.0,83.0,20.0,27.0,32.82,33.59,38.96,19.86,39.18,33.33,45.86,15.0,37.72,40.14,16.67,25.97,22.18,25.23,17.86,18.62
Jefferson-:-00 195,1946.0,160.0,1506.0,280.0,1320.0,63.0,1169.0,88.0,123.0,44.0,28.0,51.0,503.0,53.0,309.0,141.0,570.0,40.0,488.0,42.0,462.0,17.0,424.0,21.0,27.0,15.0,6.0,6.0,81.0,8.0,58.0,15.0,29.29,25.0,32.4,15.0,35.0,26.98,36.27,23.86,21.95,34.09,21.43,11.76,16.1,15.09,18.77,10.64
Jefferson-:-00 196,2103.0,218.0,1684.0,201.0,1397.0,61.0,1255.0,81.0,140.0,77.0,38.0,25.0,566.0,80.0,391.0,95.0,522.0,62.0,435.0,25.0,432.0,22.0,395.0,15.0,39.0,25.0,9.0,5.0,51.0,15.0,31.0,5.0,24.82,28.44,25.83,12.44,30.92,36.07,31.47,18.52,27.86,32.47,23.68,20.0,9.01,18.75,7.93,5.26
Jefferson-:-00 197A,276.0,7.0,251.0,18.0,201.0,0.0,194.0,7.0,16.0,6.0,5.0,5.0,59.0,1.0,52.0,6.0,70.0,3.0,66.0,1.0,58.0,0.0,58.0,0.0,4.0,3.0,1.0,0.0,8.0,0.0,7.0,1.0,25.36,42.86,26.29,5.56,28.86,0.0,29.9,0.0,25.0,50.0,20.0,0.0,13.56,0.0,13.46,16.67
Jefferson-:-00 197B,1953.0,113.0,1684.0,156.0,1371.0,26.0,1276.0,69.0,88.0,38.0,33.0,17.0,494.0,49.0,375.0,70.0,521.0,36.0,455.0,30.0,428.0,11.0,400.0,17.0,27.0,15.0,10.0,2.0,66.0,10.0,45.0,11.0,26.68,31.86,27.02,19.23,31.22,42.31,31.35,24.64,30.68,39.47,30.3,11.76,13.36,20.41,12.0,15.71
Jefferson-:-00 198,1786.0,1258.0,322.0,206.0,488.0,197.0,254.0,37.0,725.0,652.0,3.0,70.0,573.0,409.0,65.0,99.0,597.0,442.0,116.0,39.0,169.0,61.0,101.0,7.0,296.0,272.0,1.0,23.0,132.0,109.0,14.0,9.0,33.43,35.14,36.02,18.93,34.63,30.96,39.76,18.92,40.83,41.72,33.33,32.86,23.04,26.65,21.54,9.09
Jefferson-:-00 199,1321.0,737.0,428.0,156.0,528.0,153.0,332.0,43.0,366.0,332.0,3.0,31.0,427.0,252.0,93.0,82.0,409.0,263.0,124.0,22.0,173.0,61.0,105.0,7.0,142.0,135.0,1.0,6.0,94.0,67.0,18.0,9.0,30.96,35.69,28.97,14.1,32.77,39.87,31.63,16.28,38.8,40.66,33.33,19.35,22.01,26.59,19.35,10.98
Jefferson-:-00 200,875.0,4.0,835.0,36.0,664.0,3.0,648.0,13.0,21.0,0.0,17.0,4.0,190.0,1.0,170.0,19.0,268.0,1.0,263.0,4.0,243.0,1.0,238.0,4.0,2.0,0.0,2.0,0.0,23.0,0.0,23.0,0.0,30.63,25.0,31.5,11.11,36.6,33.33,36.73,30.77,9.52,0.0,11.76,0.0,12.11,0.0,13.53,0.0
Jefferson-:-00 201,1472.0,13.0,1383.0,76.0,1075.0,1.0,1046.0,28.0,31.0,6.0,19.0,6.0,366.0,6.0,318.0,42.0,394.0,0.0,379.0,15.0,352.0,0.0,341.0,11.0,5.0,0.0,5.0,0.0,37.0,0.0,33.0,4.0,26.77,0.0,27.4,19.74,32.74,0.0,32.6,39.29,16.13,0.0,26.32,0.0,10.11,0.0,10.38,9.52
Jefferson-:-00 202,751.0,493.0,175.0,83.0,275.0,130.0,131.0,14.0,229.0,202.0,5.0,22.0,247.0,161.0,39.0,47.0,268.0,189.0,65.0,14.0,119.0,59.0,58.0,2.0,99.0,90.0,3.0,6.0,50.0,40.0,4.0,6.0,35.69,38.34,37.14,16.87,43.27,45.38,44.27,14.29,43.23,44.55,60.0,27.27,20.24,24.84,10.26,12.77
Jefferson-:-00 203,1083.0,685.0,287.0,111.0,417.0,155.0,226.0,36.0,288.0,261.0,2.0,25.0,378.0,269.0,59.0,50.0,275.0,170.0,88.0,17.0,126.0,38.0,78.0,10.0,96.0,90.0,1.0,5.0,53.0,42.0,9.0,2.0,25.39,24.82,30.66,15.32,30.22,24.52,34.51,27.78,33.33,34.48,50.0,20.0,14.02,15.61,15.25,4.0
Jefferson-:-00 204,1187.0,751.0,248.0,188.0,396.0,151.0,203.0,42.0,478.0,428.0,2.0,48.0,313.0,172.0,43.0,98.0,579.0,415.0,128.0,36.0,209.0,89.0,113.0,7.0,269.0,256.0,2.0,11.0,101.0,70.0,13.0,18.0,48.78,55.26,51.61,19.15,52.78,58.94,55.67,16.67,56.28,59.81,100.0,22.92,32.27,40.7,30.23,18.37
Jefferson-:-00 205,1669.0,110.0,1403.0,156.0,1182.0,24.0,1089.0,69.0,89.0,43.0,22.0,24.0,398.0,43.0,292.0,63.0,513.0,29.0,459.0,25.0,427.0,8.0,406.0,13.0,28.0,14.0,11.0,3.0,58.0,7.0,42.0,9.0,30.74,26.36,32.72,16.03,36.13,33.33,37.28,18.84,31.46,32.56,50.0,12.5,14.57,16.28,14.38,14.29
Jefferson-:-00 210,418.0,266.0,119.0,33.0,174.0,75.0,85.0,14.0,79.0,70.0,4.0,5.0,165.0,121.0,30.0,14.0,115.0,68.0,44.0,3.0,56.0,19.0,36.0,1.0,28.0,27.0,1.0,0.0,31.0,22.0,7.0,2.0,27.51,25.56,36.97,9.09,32.18,25.33,42.35,7.14,35.44,38.57,25.0,0.0,18.79,18.18,23.33,14.29
Jefferson-:-00 211,680.0,488.0,100.0,92.0,263.0,153.0,80.0,30.0,206.0,183.0,4.0,19.0,211.0,152.0,16.0,43.0,191.0,161.0,19.0,11.0,88.0,63.0,18.0,7.0,69.0,68.0,1.0,0.0,34.0,30.0,0.0,4.0,28.09,32.99,19.0,11.96,33.46,41.18,22.5,23.33,33.5,37.16,25.0,0.0,16.11,19.74,0.0,9.3
Jefferson-:-00 212,937.0,13.0,885.0,39.0,714.0,5.0,690.0,19.0,27.0,5.0,19.0,3.0,196.0,3.0,176.0,17.0,282.0,3.0,271.0,8.0,253.0,1.0,246.0,6.0,8.0,2.0,5.0,1.0,21.0,0.0,20.0,1.0,30.1,23.08,30.62,20.51,35.43,20.0,35.65,31.58,29.63,40.0,26.32,33.33,10.71,0.0,11.36,5.88
Jefferson-:-00 213A,550.0,55.0,442.0,53.0,354.0,18.0,318.0,18.0,41.0,19.0,11.0,11.0,155.0,18.0,113.0,24.0,116.0,21.0,87.0,8.0,86.0,6.0,77.0,3.0,15.0,12.0,0.0,3.0,15.0,3.0,10.0,2.0,21.09,38.18,19.68,15.09,24.29,33.33,24.21,16.67,36.59,63.16,0.0,27.27,9.68,16.67,8.85,8.33
Jefferson-:-00 213B,925.0,400.0,295.0,230.0,405.0,132.0,214.0,59.0,181.0,135.0,5.0,41.0,339.0,133.0,76.0,130.0,231.0,135.0,68.0,28.0,116.0,48.0,62.0,6.0,70.0,60.0,1.0,9.0,45.0,27.0,5.0,13.0,24.97,33.75,23.05,12.17,28.64,36.36,28.97,10.17,38.67,44.44,20.0,21.95,13.27,20.3,6.58,10.0
Jefferson-:-00 213C,765.0,51.0,609.0,105.0,458.0,23.0,395.0,40.0,42.0,10.0,13.0,19.0,265.0,18.0,201.0,46.0,47.0,3.0,39.0,5.0,41.0,3.0,35.0,3.0,1.0,0.0,0.0,1.0,5.0,0.0,4.0,1.0,6.14,5.88,6.4,4.76,8.95,13.04,8.86,7.5,2.38,0.0,0.0,5.26,1.89,0.0,1.99,2.17
Jefferson-:-00 214A,537.0,252.0,157.0,128.0,225.0,71.0,109.0,45.0,119.0,94.0,2.0,23.0,193.0,87.0,46.0,60.0,114.0,81.0,30.0,3.0,63.0,35.0,27.0,1.0,36.0,35.0,0.0,1.0,15.0,11.0,3.0,1.0,21.23,32.14,19.11,2.34,28.0,49.3,24.77,2.22,30.25,37.23,0.0,4.35,7.77,12.64,6.52,1.67
Jefferson-:-00 214B,1429.0,110.0,1123.0,196.0,912.0,30.0,819.0,63.0,69.0,38.0,17.0,14.0,448.0,42.0,287.0,119.0,167.0,10.0,150.0,7.0,134.0,6.0,126.0,2.0,8.0,3.0,5.0,0.0,25.0,1.0,19.0,5.0,11.69,9.09,13.36,3.57,14.69,20.0,15.38,3.17,11.59,7.89,29.41,0.0,5.58,2.38,6.62,4.2
Jefferson-:-00 215,1759.0,728.0,662.0,369.0,821.0,193.0,523.0,105.0,399.0,324.0,10.0,65.0,539.0,211.0,129.0,199.0,558.0,301.0,227.0,30.0,309.0,94.0,201.0,14.0,155.0,148.0,2.0,5.0,94.0,59.0,24.0,11.0,31.72,41.35,34.29,8.13,37.64,48.7,38.43,13.33,38.85,45.68,20.0,7.69,17.44,27.96,18.6,5.53
Jefferson-:-00 216A,1333.0,158.0,836.0,339.0,818.0,52.0,664.0,102.0,105.0,54.0,12.0,39.0,410.0,52.0,160.0,198.0,373.0,47.0,289.0,37.0,279.0,15.0,250.0,14.0,29.0,16.0,7.0,6.0,65.0,16.0,32.0,17.0,27.98,29.75,34.57,10.91,34.11,28.85,37.65,13.73,27.62,29.63,58.33,15.38,15.85,30.77,20.0,8.59
Jefferson-:-00 216B,1315.0,471.0,591.0,253.0,663.0,109.0,485.0,69.0,323.0,244.0,9.0,70.0,329.0,118.0,97.0,114.0,516.0,195.0,266.0,55.0,297.0,52.0,232.0,13.0,135.0,112.0,4.0,19.0,84.0,31.0,30.0,23.0,39.24,41.4,45.01,21.74,44.8,47.71,47.84,18.84,41.8,45.9,44.44,27.14,25.53,26.27,30.93,20.18
Jefferson-:-00 216C,1122.0,71.0,926.0,125.0,750.0,25.0,686.0,39.0,58.0,27.0,17.0,14.0,314.0,19.0,223.0,72.0,292.0,16.0,261.0,15.0,248.0,7.0,232.0,9.0,14.0,7.0,5.0,2.0,30.0,2.0,24.0,4.0,26.02,22.54,28.19,12.0,33.07,28.0,33.82,23.08,24.14,25.93,29.41,14.29,9.55,10.53,10.76,5.56
Jefferson-:-00 217,2179.0,687.0,994.0,498.0,1068.0,169.0,749.0,150.0,431.0,313.0,25.0,93.0,680.0,205.0,220.0,255.0,715.0,245.0,396.0,74.0,432.0,68.0,336.0,28.0,162.0,137.0,11.0,14.0,121.0,40.0,49.0,32.0,32.81,35.66,39.84,14.86,40.45,40.24,44.86,18.67,37.59,43.77,44.0,15.05,17.79,19.51,22.27,12.55
Jefferson-:-00 225,1542.0,290.0,1022.0,230.0,850.0,81.0,684.0,85.0,137.0,88.0,24.0,25.0,555.0,121.0,314.0,120.0,190.0,66.0,112.0,12.0,118.0,23.0,90.0,5.0,35.0,32.0,3.0,0.0,37.0,11.0,19.0,7.0,12.32,22.76,10.96,5.22,13.88,28.4,13.16,5.88,25.55,36.36,12.5,0.0,6.67,9.09,6.05,5.83
Jefferson-:-00 226,1454.0,711.0,475.0,268.0,621.0,180.0,346.0,95.0,327.0,279.0,4.0,44.0,506.0,252.0,125.0,129.0,376.0,243.0,95.0,38.0,170.0,70.0,82.0,18.0,129.0,124.0,0.0,5.0,77.0,49.0,13.0,15.0,25.86,34.18,20.0,14.18,27.38,38.89,23.7,18.95,39.45,44.44,0.0,11.36,15.22,19.44,10.4,11.63
Jefferson-:-00 227,1179.0,547.0,360.0,272.0,495.0,141.0,262.0,92.0,260.0,216.0,7.0,37.0,424.0,190.0,91.0,143.0,294.0,178.0,87.0,29.0,136.0,55.0,73.0,8.0,98.0,90.0,2.0,6.0,60.0,33.0,12.0,15.0,24.94,32.54,24.17,10.66,27.47,39.01,27.86,8.7,37.69,41.67,28.57,16.22,14.15,17.37,13.19,10.49
Jefferson-:-00 228,1177.0,508.0,390.0,279.0,504.0,138.0,276.0,90.0,253.0,189.0,6.0,58.0,420.0,181.0,108.0,131.0,260.0,153.0,76.0,31.0,117.0,47.0,59.0,11.0,84.0,74.0,2.0,8.0,59.0,32.0,15.0,12.0,22.09,30.12,19.49,11.11,23.21,34.06,21.38,12.22,33.2,39.15,33.33,13.79,14.05,17.68,13.89,9.16
Jefferson-:-00 229,831.0,623.0,96.0,112.0,260.0,152.0,71.0,37.0,315.0,292.0,2.0,21.0,256.0,179.0,23.0,54.0,307.0,253.0,31.0,23.0,118.0,84.0,26.0,8.0,128.0,124.0,1.0,3.0,61.0,45.0,4.0,12.0,36.94,40.61,32.29,20.54,45.38,55.26,36.62,21.62,40.63,42.47,50.0,14.29,23.83,25.14,17.39,22.22
Jefferson-:-00 230,1618.0,1056.0,261.0,301.0,536.0,264.0,186.0,86.0,555.0,487.0,3.0,65.0,527.0,305.0,72.0,150.0,584.0,459.0,84.0,41.0,215.0,134.0,66.0,15.0,241.0,226.0,2.0,13.0,128.0,99.0,16.0,13.0,36.09,43.47,32.18,13.62,40.11,50.76,35.48,17.44,43.42,46.41,66.67,20.0,24.29,32.46,22.22,8.67
