Precinct,C_TOT22,C_HSP22,C_NHS22,C_WHT22,C_BLA22,C_AMI22,C_ASI22,C_NHP22,C_2OM22,C_BLW22,C_AIW22,C_ASW22,C_AIB22,C_AIA22,C_ASN22,C_BLK22,CVAP_TOT22,CVAP_HSP22,CVAP_NHS22,CVAP_WHT22,CVAP_BLA22,CVAP_AMI22,CVAP_ASI22,CVAP_NHP22,CVAP_2OM22,CVAP_BLW22,CVAP_AIW22,CVAP_ASW22,CVAP_AIB22,CVAP_AIA22,CVAP_ASN22,CVAP_BLK22
Jefferson-:-00 202,988,71,916,474,323,30,76,0,0,0,15,0,0,41,76,324,801,46,759,327,325,31,76,0,0,0,0,0,0,22,76,324
Jefferson-:-00 203,2093,117,1974,1269,549,0,3,0,6,16,52,55,0,56,55,571,1557,84,1468,970,389,0,2,0,6,15,45,45,0,47,43,398
Jefferson-:-00 204,1905,20,1885,1075,350,10,395,0,0,50,0,0,0,10,395,400,1510,20,1490,945,350,10,180,0,0,0,0,0,0,10,180,350
Jefferson-:-00 205,2228,84,2141,155,1896,15,28,0,25,4,40,0,0,50,27,1903,1674,55,1621,113,1422,15,25,0,25,4,40,0,0,52,25,1428
Jefferson-:-00 210,845,120,725,540,155,0,0,0,0,4,4,10,10,14,10,169,725,65,660,520,120,0,0,0,0,4,4,10,0,4,10,124
Jefferson-:-00 211,2040,127,1916,1090,722,10,30,0,0,10,11,15,0,21,45,729,1919,97,1828,1025,700,10,30,0,0,10,2,15,0,11,45,707
Jefferson-:-00 212,1630,10,1617,9,1590,0,2,0,0,0,0,0,4,4,2,1596,1248,10,1239,8,1215,0,2,0,0,0,0,0,4,4,2,1221
Jefferson-:-00 213A,889,139,752,76,518,0,122,0,0,0,0,0,0,0,116,514,674,67,607,77,439,0,77,0,0,0,0,0,0,0,73,440
Jefferson-:-00 213B,1080,82,965,433,382,0,125,0,0,0,17,0,0,14,132,388,824,32,768,350,292,0,75,0,0,0,15,0,0,16,79,291
Jefferson-:-00 213C,1946,379,1598,126,1505,0,8,0,0,0,3,0,0,6,7,1503,1147,71,1095,108,1029,0,3,0,0,0,5,0,0,4,3,1029
Jefferson-:-00 214A,982,213,758,379,358,1,0,0,0,0,0,0,0,4,0,376,637,103,522,290,216,4,0,0,0,0,0,0,0,4,0,220
Jefferson-:-00 214B,3161,349,2838,294,2553,3,20,0,0,0,0,0,0,0,19,2532,2047,206,1870,250,1585,0,20,0,0,0,0,0,0,0,20,1582
Jefferson-:-00 215,2909,69,2850,1271,1330,0,272,0,0,0,0,0,0,0,269,1324,2176,40,2139,977,1017,0,165,0,0,0,0,0,0,0,162,1013
Jefferson-:-00 216A,2164,84,2077,216,1743,0,113,0,0,0,0,0,0,0,112,1744,1620,84,1527,163,1252,0,112,0,0,0,0,0,0,0,112,1252
Jefferson-:-00 216B,1400,300,1100,240,675,0,190,0,0,0,0,0,0,0,190,675,1245,210,1035,240,675,0,125,0,0,0,0,0,0,0,125,675
Jefferson-:-00 216C,2161,56,2108,79,1997,0,37,0,0,0,0,0,0,0,38,1996,1730,56,1678,77,1573,0,33,0,0,0,0,0,0,0,33,1573
Jefferson-:-00 217,3076,226,2848,864,1380,0,591,0,0,0,0,0,0,0,594,1384,2306,150,2157,739,1068,0,343,0,0,0,0,0,0,0,346,1070
Jefferson-:-00 225,3163,756,2434,581,1725,0,94,0,0,0,0,0,0,0,94,1725,2277,291,2013,560,1345,0,94,0,0,0,0,0,0,0,94,1345
Jefferson-:-00 226,3337,654,2694,1225,1488,0,0,0,0,0,0,0,0,0,0,1487,2412,504,1908,911,1016,0,0,0,0,0,0,0,0,0,0,1015
Jefferson-:-00 227,2073,866,1191,435,692,0,15,0,0,20,4,0,0,4,15,713,1138,151,982,389,559,0,15,0,0,0,4,0,0,4,15,560
Jefferson-:-00 228,1585,455,1130,625,465,0,15,0,0,20,0,4,0,0,19,485,1240,280,960,580,335,0,15,0,0,20,0,4,0,0,19,355
Jefferson-:-00 229,1116,83,1039,680,207,120,0,0,0,0,0,15,0,120,15,207,916,64,854,628,167,35,0,0,0,0,0,15,0,35,15,167
Jefferson-:-00 230,2109,457,1657,1377,100,0,50,0,0,110,0,25,0,0,75,210,1608,250,1358,1193,100,0,50,0,0,20,0,0,0,0,50,120
Jefferson-:-00 231,2159,348,1808,1179,367,0,106,0,0,0,95,35,4,103,141,370,1393,95,1298,835,335,0,62,0,0,0,35,15,4,44,77,337
Jefferson-:-00 232A,2656,682,1972,331,1548,0,24,0,20,55,20,0,0,16,24,1604,1757,270,1487,310,1150,0,23,0,0,0,20,0,0,15,23,1152
Jefferson-:-00 232B,3765,25,3740,275,2965,0,495,0,0,0,0,0,0,0,495,2965,2485,25,2460,220,1920,0,325,0,0,0,0,0,0,0,325,1920
Jefferson-:-00 234,3120,985,2129,818,1018,0,34,0,0,20,0,250,0,0,284,1038,1951,406,1543,699,723,0,34,0,0,20,0,70,0,0,104,743
Jefferson-:-00 235,811,21,790,168,587,0,129,0,0,0,0,0,0,0,126,582,506,10,491,151,253,0,99,0,0,0,0,0,0,0,99,253
Jefferson-:-00 236,2983,277,2700,1104,1511,0,75,0,0,31,0,0,0,0,75,1545,2070,261,1813,719,1022,0,75,0,0,0,0,0,0,0,75,1027
Jefferson-:-00 237,2737,218,2525,1006,1099,0,105,0,45,29,210,0,10,220,105,1135,1980,174,1802,661,863,0,40,0,10,19,195,0,10,205,40,887
Jefferson-:-00 238A,2030,183,1850,1080,582,0,63,0,0,120,0,0,0,0,63,691,1644,170,1475,938,376,0,62,0,0,75,0,0,0,0,62,443
Jefferson-:-00 238B,2510,77,2425,965,1393,0,72,0,0,0,0,0,0,0,72,1404,1496,80,1415,677,689,0,73,0,0,0,0,0,0,0,73,697
Jefferson-:-00 246,900,171,719,555,0,4,44,0,0,0,92,0,0,97,51,0,572,46,509,369,0,4,40,0,0,0,56,0,0,60,50,0
Jefferson-:-00 247,676,0,686,607,9,4,0,0,0,0,4,47,0,8,40,8,519,0,525,485,9,4,0,0,0,0,4,24,0,8,19,8
Jefferson-:-00 248,657,0,648,566,1,0,0,0,0,0,0,88,0,1,95,2,500,0,494,447,1,0,0,0,0,0,0,36,0,1,41,2
Jefferson-:-00 G001,431,27,404,394,26,0,5,0,0,0,5,20,0,4,19,26,364,19,344,341,19,0,5,0,0,0,3,20,0,3,18,19
Jefferson-:-00 G002,925,97,827,324,455,3,0,1,0,0,0,8,0,15,9,453,788,50,737,275,403,2,0,1,0,0,0,25,0,10,9,403
Jefferson-:-00 G003,1554,94,1471,1186,238,10,13,0,0,2,8,0,20,30,19,264,1278,59,1226,1022,178,10,7,0,0,0,8,0,0,14,12,193
Jefferson-:-00 G004,570,43,508,151,261,30,2,0,0,0,9,0,20,68,3,281,468,37,418,134,192,30,2,0,0,0,10,0,25,70,3,205
Jefferson-:-00 G005,628,60,568,497,56,0,35,0,0,1,0,0,0,0,34,58,524,27,491,421,57,0,12,0,0,0,0,0,0,0,13,57
Jefferson-:-00 G006,887,36,838,218,621,22,0,3,0,9,0,8,0,10,12,629,744,11,728,190,566,13,0,3,0,0,0,0,0,5,13,568
Jefferson-:-00 G007,1592,207,1400,266,1063,0,0,0,22,16,4,9,0,4,4,1083,1243,78,1171,246,869,0,0,0,12,4,4,0,0,4,3,872
Jefferson-:-00 G008,967,119,853,412,412,0,20,0,0,5,1,0,0,1,20,415,752,85,673,362,314,0,14,0,0,0,1,0,0,1,14,314
Jefferson-:-00 G009,1509,277,1224,771,411,0,0,0,0,30,10,10,40,49,4,470,1300,238,1052,701,344,0,0,0,0,0,10,10,40,46,3,377
Jefferson-:-00 G010,1656,199,1455,1257,51,0,160,0,3,4,0,0,0,0,160,54,1260,105,1154,1024,47,0,105,0,3,4,0,0,0,0,105,50
Jefferson-:-00 G011,2583,311,2270,766,1168,0,200,0,0,0,25,0,45,71,207,1227,1696,173,1521,619,760,0,80,0,0,0,25,0,10,39,87,776
Jefferson-:-00 G012,487,69,386,419,0,0,0,0,0,0,0,0,0,0,0,0,403,89,287,305,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson-:-00 G013,574,14,560,232,193,0,46,0,0,0,0,0,0,0,49,198,374,5,369,229,92,0,36,0,0,0,0,0,0,0,36,92
Jefferson-:-00 GI001,882,4,876,852,4,0,0,0,0,0,19,0,0,18,0,4,716,4,711,693,4,0,0,0,0,0,15,0,0,14,0,4
Jefferson-:-00 H001,1490,158,1323,1193,85,0,24,0,0,0,1,1,0,1,20,79,1226,53,1174,1068,82,0,12,0,0,0,1,1,0,1,10,81
Jefferson-:-00 H002,630,0,632,632,0,0,0,0,0,0,0,0,0,0,0,0,521,0,522,522,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson-:-00 H003,965,100,865,815,45,0,0,0,0,0,0,0,0,0,0,45,840,70,770,725,45,0,0,0,0,0,0,0,0,0,0,45
Jefferson-:-00 H004,1709,153,1554,1555,11,0,10,0,0,0,7,0,0,6,13,8,1464,102,1361,1358,6,0,8,0,0,0,5,0,0,5,10,6
Jefferson-:-00 H005,472,78,396,389,4,0,13,0,0,0,0,0,0,0,10,7,408,59,351,346,3,0,13,0,0,0,0,0,0,1,10,5
Jefferson-:-00 H006,675,97,577,564,9,0,5,0,0,0,4,0,0,5,7,11,558,66,492,477,7,0,6,0,0,0,6,0,0,6,8,7
Jefferson-:-00 H007,693,0,698,703,0,0,0,0,0,0,0,0,0,0,0,0,603,0,608,613,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson-:-00 H008,1263,51,1211,1208,1,0,0,0,0,0,0,0,0,0,0,1,1074,30,1044,1039,1,0,0,0,0,0,0,0,0,0,0,1
Jefferson-:-00 H009,801,96,706,703,3,0,0,0,0,0,0,0,0,0,0,3,638,43,589,594,3,0,0,0,0,0,0,0,0,0,0,3
Jefferson-:-00 K001,1590,220,1370,1170,125,15,55,0,0,0,0,0,0,15,55,125,1245,195,1050,870,125,10,50,0,0,0,0,0,0,10,50,125
Jefferson-:-00 K002,2320,595,1720,1260,265,0,200,0,0,0,4,0,0,4,200,265,1985,350,1640,1195,240,0,200,0,0,0,4,0,0,4,200,240
Jefferson-:-00 K003,2734,631,1998,1281,325,0,125,0,0,166,8,0,0,7,121,566,1890,510,1325,977,273,0,40,0,0,0,7,0,0,8,39,271
Jefferson-:-00 K004,3435,547,2889,1830,553,0,133,0,0,0,4,0,0,350,131,939,2364,428,1931,1378,349,0,73,0,0,0,4,0,0,123,74,483
Jefferson-:-00 K005,1625,13,1613,1373,2,0,91,0,105,0,0,21,390,44,107,6,1374,11,1365,1161,1,0,88,0,105,0,0,7,135,16,93,2
Jefferson-:-00 K006A,1665,150,1510,1280,195,0,35,0,0,0,0,0,0,0,35,195,1340,115,1225,1030,160,0,35,0,0,0,0,0,0,0,35,160
Jefferson-:-00 K006B,1295,130,1165,530,430,0,100,0,0,0,110,0,0,110,100,430,1070,80,990,460,320,0,100,0,0,0,110,0,0,110,100,320
Jefferson-:-00 K007A,1645,180,1465,1000,215,0,75,0,175,0,0,0,0,0,75,215,1235,75,1160,870,215,0,75,0,0,0,0,0,0,0,75,215
Jefferson-:-00 K007B,2090,490,1600,1320,235,0,40,0,0,4,0,0,0,0,40,239,1670,340,1335,1055,235,0,40,0,0,4,0,0,0,0,40,239
Jefferson-:-00 K008,2495,510,1985,1570,275,4,35,30,0,0,0,75,0,4,110,275,1910,245,1665,1310,275,4,35,30,0,0,0,10,0,4,45,275
Jefferson-:-00 K009,960,140,820,395,55,0,205,0,0,55,0,115,0,0,320,110,820,95,725,380,55,0,205,0,0,35,0,50,0,0,255,90
Jefferson-:-00 K010,1190,165,1025,505,335,0,175,0,0,0,0,10,0,0,185,335,965,135,830,455,200,0,175,0,0,0,0,0,0,0,175,200
Jefferson-:-00 K011,895,60,835,820,0,0,0,0,0,15,4,0,0,4,0,15,795,60,735,735,0,0,0,0,0,0,4,0,0,4,0,0
Jefferson-:-00 K012,2121,23,2093,1957,94,0,33,0,0,0,4,4,0,4,43,95,1463,22,1440,1360,38,0,33,0,0,0,4,15,0,4,44,38
Jefferson-:-00 K013A,845,50,795,630,130,0,0,0,0,15,20,0,0,20,0,145,675,50,630,460,130,0,0,0,0,15,20,0,0,20,0,145
Jefferson-:-00 K013B,1655,905,750,380,365,0,0,0,0,0,0,0,0,0,0,365,990,415,575,225,350,0,0,0,0,0,0,0,0,0,0,350
Jefferson-:-00 K014,3325,1230,2095,1425,635,0,20,0,0,4,0,10,0,0,30,639,2840,1135,1695,1175,485,0,20,0,0,4,0,10,0,0,30,489
Jefferson-:-00 K015,1445,220,1225,740,80,0,380,0,0,15,10,0,0,10,380,95,1165,155,1010,530,80,0,375,0,0,15,10,0,0,10,375,95
Jefferson-:-00 K016,1710,520,1190,920,230,0,40,0,0,0,0,0,0,0,40,230,1280,255,1020,830,155,0,40,0,0,0,0,0,0,0,40,155
Jefferson-:-00 K017,1989,270,1741,1417,201,0,150,0,0,0,0,0,0,0,150,200,1597,242,1378,1141,175,0,75,0,0,0,0,0,0,0,75,175
Jefferson-:-00 K018,441,90,329,253,49,0,0,0,0,0,0,0,0,0,0,50,293,63,212,179,20,0,0,0,0,0,0,0,0,0,0,20
Jefferson-:-00 K019,1750,184,1576,1335,79,36,108,0,39,0,0,0,0,34,118,78,1383,136,1264,1057,60,32,105,0,23,0,0,0,0,29,107,60
Jefferson-:-00 K020,2626,707,1912,1330,377,4,127,0,16,0,0,35,0,6,151,379,1838,283,1532,1045,328,3,85,0,12,0,0,35,0,6,118,328
Jefferson-:-00 K021,1034,30,1008,58,956,0,0,0,0,0,0,0,0,0,0,956,624,30,593,46,550,0,0,0,0,0,0,0,0,0,0,551
Jefferson-:-00 K022,706,0,702,52,649,0,0,0,0,0,0,0,0,0,0,649,496,0,492,49,440,0,0,0,0,0,0,0,0,0,0,439
Jefferson-:-00 K023,2184,819,1354,324,1031,0,0,0,0,10,0,0,0,0,0,1040,1429,388,1031,287,735,0,0,0,0,10,0,0,0,0,0,745
Jefferson-:-00 K024,1091,376,721,31,649,40,0,0,0,0,0,0,0,40,0,650,551,102,449,18,420,10,0,0,0,0,0,0,0,10,0,420
Jefferson-:-00 K025,2489,534,1953,1436,443,4,20,0,0,4,45,0,4,53,21,450,2016,339,1677,1232,379,4,20,0,0,4,45,0,4,53,20,387
Jefferson-:-00 K026,1017,77,947,328,622,0,0,0,0,4,0,0,7,0,0,642,797,54,745,263,474,0,0,0,0,4,0,0,8,0,0,497
Jefferson-:-00 K027,1372,210,1148,936,100,10,0,0,0,18,30,0,0,40,10,128,1051,178,874,699,100,10,0,0,0,0,30,0,0,40,4,97
Jefferson-:-00 K028,718,128,596,506,62,0,0,0,0,40,4,45,0,4,36,84,648,113,535,469,62,0,0,0,0,6,4,30,0,4,26,66
Jefferson-:-00 K029,1307,328,971,853,98,4,7,0,0,30,7,0,0,10,7,128,1032,212,818,708,87,0,9,0,0,30,6,0,0,7,9,117
Jefferson-:-00 K030,971,262,705,512,149,0,3,0,0,0,2,0,0,4,3,147,636,150,485,322,131,0,1,0,0,0,3,0,0,3,1,131
Jefferson-:-00 K031,1079,36,1035,170,802,0,0,0,0,26,0,0,17,25,0,842,775,17,752,108,590,0,0,0,0,24,0,0,16,25,0,626
Jefferson-:-00 K033,994,16,988,287,686,0,0,0,0,15,0,0,1,0,0,696,778,9,773,159,601,0,0,0,0,17,0,0,1,0,0,612
Jefferson-:-00 K034,1746,334,1522,1134,265,0,35,0,0,179,7,0,0,8,39,369,1275,270,1065,843,222,0,15,0,0,0,8,0,0,7,16,224
Jefferson-:-00 K035,865,170,700,620,70,0,0,0,0,0,0,0,4,4,0,74,785,135,650,580,65,0,0,0,0,0,0,0,4,4,0,69
Jefferson-:-00 L001,2515,70,2445,2290,0,25,10,0,35,10,25,55,0,50,65,10,1845,20,1830,1735,0,20,10,0,15,0,25,25,0,45,35,0
Jefferson-:-00 W001,1111,46,1143,492,460,0,2,0,0,0,20,0,0,25,3,463,669,6,755,341,292,0,2,0,0,0,20,0,0,24,4,292
Jefferson-:-00 W002,385,1,396,67,323,8,0,0,0,0,0,0,0,6,0,318,299,1,304,57,232,7,0,0,0,0,0,0,0,5,0,233
Jefferson-:-00 W003,861,3,853,736,104,2,0,0,0,0,0,0,0,8,0,107,816,3,796,709,85,3,0,0,0,0,0,0,0,10,0,85
Jefferson-:-00 W004,733,0,732,601,79,0,0,0,0,0,50,0,0,58,0,80,649,0,662,553,59,0,0,0,0,0,75,0,0,70,0,57
Jefferson-:-00 W005,2141,80,2065,1789,319,15,18,0,0,0,25,0,0,27,17,324,1843,15,1826,1533,316,15,18,0,0,0,0,0,0,14,16,319
Jefferson-:-00 W006,1400,108,1292,653,543,25,80,0,0,0,0,0,0,25,80,542,1140,109,1036,534,454,25,25,0,0,0,0,0,0,25,25,454
Jefferson-:-00 W007,1975,107,1868,1232,382,0,250,0,0,0,0,0,0,0,250,383,1715,86,1629,1106,271,0,250,0,0,0,0,0,0,0,250,271
Jefferson-:-ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
